triage_id,university_id,source_url,link_url,link_text,classified_type,triage_status,triage_confidence,keep_for_review,exclude_from_competition_queue,exclusion_reason,positive_signals,negative_signals,requires_human_attention,observed_at_utc,triaged_at_utc
it-unipi-triage-00188,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/tutorato-di-accoglienza-per-matricole/,Tutorato di accoglienza per matricole,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unirc-triage-00189,it-unirc,https://www.unirc.it/,https://www.unirc.it/#content,Salta al contenuto principale,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00190,it-unirc,https://www.unirc.it/,https://www.unirc.it/ateneo/dipartimenti,Dipartimenti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00191,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/iscrizioni-e-immatricolazioni,Immatricolazioni 2025/2026,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00192,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/servizi-studenti,Servizi studenti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00193,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/iscrizioni-e-immatricolazioni/segreterie,Segreteria studenti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00194,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/orientamento,Orientamento,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,orientamento,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00195,it-unirc,https://www.unirc.it/,https://www.unirc.it/tutte-le-notizie,News Eventi Avvisi,unknown,possible_competition_source,medium,yes,no,,avvisi,eventi;news,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00196,it-unirc,https://www.unirc.it/,https://www.instagram.com/unircmedi/,Instagram,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain;instagram,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00197,it-unirc,https://www.unirc.it/,https://whatsapp.com/channel/0029Vb4MdRTKAwEkzANHNB3p,Whatsapp,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00198,it-unirc,https://www.unirc.it/,https://www.facebook.com/unircmedi/,Facebook,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain;facebook,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00199,it-unirc,https://www.unirc.it/,https://t.me/unircmedi,Telegram,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00200,it-unirc,https://www.unirc.it/,https://x.com/UniRCMedi,X,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00201,it-unirc,https://www.unirc.it/,https://www.youtube.com/UniRCTV,YouTube,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain;youtube,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00202,it-unirc,https://www.unirc.it/,https://unirc.esse3.cineca.it,ESSE3,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00203,it-unirc,https://www.unirc.it/,https://www.unirc.it/rubrica,RUBRICA,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,rubrica,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00204,it-unirc,https://www.unirc.it/,https://outlook.office365.com/mail/,webmail,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain;webmail,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00205,it-unirc,https://www.unirc.it/,https://www.international.unirc.it/,EN,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain;international,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00206,it-unirc,https://www.unirc.it/,https://www.unirc.it/,,recruitment_page,possible_competition_source,low,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00207,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/offerta-formativa,Offerta formativa,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00208,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-triennali,Lauree triennali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00209,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-magistrali,Lauree magistrali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00210,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/lauree-ciclo-unico,Lauree a ciclo unico,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00211,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/formazione-post-laurea,Formazione post Laurea,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00212,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/formazione-insegnanti,Formazione insegnanti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00213,it-unirc,https://www.unirc.it/,https://www.unirc.it/corsi/percorsi-formativi-dipendenti-pubblici,Percorsi formativi per dipendenti pubblici,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00214,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/avvisi,Avvisi - studiare,unknown,possible_competition_source,medium,yes,no,,avvisi,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00215,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/carriera-dello-studente,Carriera dello studente,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00216,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/diritto-allo-studio,Diritto allo studio,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00217,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/rappresentanze-studentesche,Rappresentanze studentesche,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00218,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/esami-di-stato,Esami di Stato,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00219,it-unirc,https://www.unirc.it/,https://www.unirc.it/studiare/verso-il-lavoro-job-placement,Verso il lavoro: job placement,unknown,possible_competition_source,medium,yes,no,,job,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00220,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/la-ricerca-ateneo,La ricerca in Ateneo,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00221,it-unirc,https://www.unirc.it/,https://iris.unirc.it/,Prodotti della ricerca,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00222,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/la-ricerca-ateneo/fonti-di-finanziamento,Fonti di finanziamento,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00223,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/laboratori-strumentali,Laboratori strumentali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00224,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/laboratori-non-strumentali-e-centri-studio,Laboratori non strumentali e Centri studio,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00225,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/ufficio-trasferimento-tecnologico,Ufficio Trasferimento Tecnologico,unknown,possible_competition_source,medium,yes,no,,tecnologi,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00226,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/brevetti,Brevetti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00227,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/spin-e-start,Spin -off e start-up,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unirc-triage-00228,it-unirc,https://www.unirc.it/,https://www.unirc.it/ricerca/qualita-della-ricerca,Qualità della Ricerca,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00229,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi#main-content,Salta al contenuto principale,competition_listing,possible_competition_source,medium,yes,no,,concorsi;reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00230,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00231,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/en,EN,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00232,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,IT,competition_listing,possible_competition_source,medium,yes,no,,concorsi;reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00233,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi,Entra in Bocconi,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00234,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio,Scopri i corsi,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00235,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/hub-news-ed-eventi,Accedi a News ed Eventi,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,eventi;news,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00236,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://giving.unibocconi.it/,Sostieni la Bocconi,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00237,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo,Panoramica,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00238,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/organizzazione,Organizzazione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00239,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/assicurazione-qualita,Assicurazione Qualità,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00240,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/terza-missione,Terza missione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00241,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/ranking-bocconi-nel-mondo,Ranking,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00242,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/network-internazionali,Network internazionali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00243,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/diversita-equita-e-inclusione,"Diversità, equità e inclusione",unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00244,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/sostenibilita,Sostenibilità,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00245,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/community,Community,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00246,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/lauree-triennali,Lauree triennali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00247,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/lauree-magistrali,Lauree magistrali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00248,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/giurisprudenza,Giurisprudenza,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00249,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/master-universitari,Master Universitari,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00250,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/chi-siamo/organizzazione/scuole/dottorati,Dottorati,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00251,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/summer-school,Summer School,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00252,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/corsi-di-studio/sda-bocconi-school-management,SDA Bocconi,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00253,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti,Docenti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00254,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/dipartimenti,Dipartimenti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00255,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/ricerca,Ricerca,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00256,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus,Panoramica,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00257,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.campusvr.unibocconi.it/,Tour virtuale CampusVR,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,campus;external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00258,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/edifici-e-aule,Edifici e aule,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00259,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/sicurezza-nel-campus,Sicurezza nel Campus,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00260,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/sicurezza-delle-informazioni,Sicurezza delle informazioni,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00261,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/studenti-iscritti/biblioteca-archivi,Biblioteca & Archivi,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,biblioteca;studenti,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00262,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.bocconisport.it/,Bocconi Sport,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00263,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/campus/gallerie-fotografiche,Gallerie fotografiche,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00264,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/corsi-di-laurea-triennale-e-giurisprudenza,Corsi di laurea triennale e Giurisprudenza,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00265,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/corsi-di-laurea-magistrale,Corsi di laurea magistrale,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00266,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/master-universitari,Master universitari,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00267,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/dottorati,Dottorati,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00268,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/entrare-bocconi/summer-school,Summer School,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00269,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi#main-content,Salta al contenuto principale,competition_listing,possible_competition_source,medium,yes,no,,concorsi;reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00270,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,IT,competition_listing,possible_competition_source,medium,yes,no,,concorsi;reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00271,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti,Panoramica,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00272,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/gualtiero-brugger,Gualtiero Brugger,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00273,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/pier-luigi-fabrizi,Pier Luigi Fabrizi,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00274,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/aldo-montesano,Aldo Montesano,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00275,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/fabrizio-onida,Fabrizio Onida,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00276,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/giorgio-sacerdoti,Giorgio Sacerdoti,unknown,possible_competition_source,medium,yes,no,,professori,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00277,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti,Panoramica,competition_listing,possible_competition_source,medium,yes,no,,reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
it-unibocconi-triage-00278,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/asn-2021-2023,Abilitazione Scientifica Nazionale,competition_listing,possible_competition_source,medium,yes,no,,reclutamento,,yes,2026-05-18T14:20:17Z,2026-08-22T12:47:06Z
